,post_text,followers,friends,favorites,statuses,label
358,"Men, anxiety, and #depression? https://t.co/5YGwafRXgO",189,169,698,3694,1
359,#Teen prescription drug use down? https://t.co/sho3CXrzLA,189,169,698,3694,1
360,How a #child becomes a #bully. https://t.co/O8Us1m6Y7b,189,169,698,3694,1
361,Do #men have biological clocks? https://t.co/0Ng4gHVP3y,189,169,698,3694,1
362,#Drug prevention tips for #Youth: https://t.co/kF6Gw0BNL0,189,169,698,3694,1
363,Looking for a #therapist in Connecticut to see you on the weekends? https://t.co/3DH4DbQRQl,189,169,698,3694,1
364,Have you ever suspected someone of experiencing #PTSD? https://t.co/YY1RxTWeSh,189,169,698,3694,1
365,Can we really help to make homework less #stressful for #children? https://t.co/vOc0GJ4r2S,189,169,698,3694,1
366,Who uses e-cigarettes the most? #nicotine #addiction https://t.co/ihSUGiKbfX,189,169,698,3694,1
367,What is a toxic workspace? #mentalhealth https://t.co/D8vFs2rLaS,189,169,698,3694,1
368,Mental health treatment in the ER? #mentalillness https://t.co/RTKBDV0eHV,189,169,698,3694,1
369,Do video games help to manage #ADHD? https://t.co/c7cxzDBGYB,189,169,698,3694,1
370,What does post partum #depression look like? https://t.co/9TcGPmO5h8,189,169,698,3694,1
371,How do you deal with aggressive #children? https://t.co/qnNWVndvZJ,189,169,698,3694,1
372,Keeping poor #children in school: https://t.co/1NJK44VNFM,189,169,698,3694,1
373,What do you know about #shyness? https://t.co/mlIjxuXLMB,189,169,698,3694,1
374,Are mean #people successful? #counseling https://t.co/KVfdZ7EvBc,189,169,698,3694,1
375,#Children with sexually inappropriate behaviors? https://t.co/oA9smskbq5,189,169,698,3694,1
376,Have you ever had feelings of #emptiness? https://t.co/aGCcXW8mhN,189,169,698,3694,1
377,How can we talked to our #kid about college? #parenting #stress https://t.co/ur2K9Y1LDD,189,169,698,3694,1
378,Can #kids and #toddlers have #depression too? https://t.co/CcptRWyhus,189,169,698,3694,1
379,How can you help your #teen with peer pressure? #parenting https://t.co/x0v4HRTxDF,189,169,698,3694,1
380,How to deal with fetal #alcohol syndrome? #parenting https://t.co/1ZXwXYW8lP,189,169,698,3694,1
381,Can vitamin D improve our #sleep? https://t.co/UyTGRPe2Nq,189,169,698,3694,1
382,How do you parent a 15 year old? #parenting https://t.co/Rgh6AixyAc,189,169,698,3694,1
383,Should you use you employers mental health screening tools: #mentalhealth https://t.co/pN2qSbJh3N,189,169,698,3694,1
384,Consequences of making threats of #suicide: https://t.co/ZNJoBVNWRF,189,169,698,3694,1
385,#Married and dissatisfied? #marriage https://t.co/pLdYaoyfcx,189,169,698,3694,1
386,The powerful effect of #gratitude? https://t.co/HMteuotkU3,189,169,698,3694,1
387,Why #vegetarian diet is good for you? https://t.co/l25VqhD7XB,189,169,698,3694,1
388,#Oxytocin and helps with #Autism? https://t.co/yirwagH2qC,189,169,698,3694,1
389,#Dating after #divorce: https://t.co/VUJ8iVG90y,189,169,698,3694,1
390,#Gender bias when it comes to expressing #anger? https://t.co/amgcxgATFB,189,169,698,3694,1
391,Psych Meds used as study aids? #medication https://t.co/RiDqakOtOh,189,169,698,3694,1
392,College minor in substance abuse? #addiction https://t.co/5sAMvwU7Ct,189,169,698,3694,1
393,College minor in substance abuse? #addiction https://t.co/5sAMvwU7Ct,189,169,698,3694,1
394,People with mental illness need to be listened to: #mentalillness https://t.co/d1n8n8izj5,189,169,698,3694,1
395,What age is too young to medicate? #anxiety #toddlers https://t.co/8Y96QKiGQz,189,169,698,3694,1
396,Paid sick days for mental health reasons? #mentalhealth https://t.co/mMESScko6e,189,169,698,3694,1
397,Domestic #violence victims taking control back: #women https://t.co/XsYlqisAbu,189,169,698,3694,1
398,Are there questionable ads in #parenting magazines? https://t.co/Nm4HCnPz1T,189,169,698,3694,1
399,Struggling with #parenting your #teen? https://t.co/OCFvMJyuQP,189,169,698,3694,1
400,Do you consider yourself to be a controlling parent? #Parenting https://t.co/i959DHc55q,189,169,698,3694,1
401,Strategies for #bipolar disorder: https://t.co/QunY1Doh6w,189,169,698,3694,1
402,Do you #obsess over #food? #OCD https://t.co/9syDb5hhka,189,169,698,3694,1
403,Are you concerned about your #child playing #football and helmet to helmet contact? #concussions https://t.co/QmJvsKMgam,189,169,698,3694,1
404,Can #childhood adversity change our brains? https://t.co/HFTqyeH9Kj,189,169,698,3694,1
405,Do you think mentally ill #women are targeted to be abused? #mentalillness https://t.co/v8zAx9R9vK,189,169,698,3694,1
406,Have you ever thought #alcohol ads are harmful to #teens. https://t.co/4j44lp3lSo,189,169,698,3694,1
407,Do you think too much social media is harmful to #kids? https://t.co/ntAwDWwAfm,189,169,698,3694,1
408,#Borderline personality helps on the job? https://t.co/XIBI6Ju20L,189,169,698,3694,1
409,Would you like to see mental health taught in school? #mentalhealth https://t.co/Hbwy7D0BCt,189,169,698,3694,1
410,Has your partner been diagnosed with #borderline personality disorder? https://t.co/37dCk7wwjY,189,169,698,3694,1
411,Are American #Teens more reckless than other teens elsewhere? https://t.co/fJRpQlwdrq,189,169,698,3694,1
412,Ever thought that #depression was more complex than a simple mental health screen? https://t.co/JLEbmgY4mc,189,169,698,3694,1
413,How does music impact your #thoughts and #feelings? https://t.co/gZ4v5dGlr1,189,169,698,3694,1
414,Many people have toxic #friends and are unaware. Are your friends toxic to your well being? #relationships https://t.co/XcIQ7TuNEA,189,169,698,3694,1
415,How many #parents would know what to do if their #child was diagnosed with #depression? https://t.co/36UnsMbpic,189,169,698,3694,1
416,Can you afford a #therapist? Is that one of the barriers to getting the #help that you need? https://t.co/BFQBgrYh2n,189,169,698,3694,1
417,Is this a reasonable plan to address an #addiction problem? https://t.co/mzKXp66edz,189,169,698,3694,1
418,Have you ever wondered how  having a mental illness could impact your #insurance coverage? #mentalillness https://t.co/TvtOOvUkGn,189,169,698,3694,1
419,Have you ever wondered whether or not some parents see themselves as role models?#parenting https://t.co/X6lf21NUgF,189,169,698,3694,1
420,Are you informed about #teens and their #alcohol use? https://t.co/nv3q1hvIBN,189,169,698,3694,1
421,Have you ever wanted to ask someone  about their #bisexuality? https://t.co/P8svHRuPxa,189,169,698,3694,1
422,Does self #acceptance lead to growth? https://t.co/gIJJwtHRj2,189,169,698,3694,1
423,Keep the blues away with healthy diet? #healthyeating https://t.co/uCBK3r9ypH,189,169,698,3694,1
424,Is your #marriage harming your #children? https://t.co/lRigYwRifG,189,169,698,3694,1
425,#Myths of aging? https://t.co/VdEMLpK2fu,189,169,698,3694,1
426,#Anxiety in children: https://t.co/zQcogRbCGN,189,169,698,3694,1
427,Older #couples more  attuned to each other: https://t.co/SGppq6TpTJ,189,169,698,3694,1
428,Celebreties and #depression: https://t.co/U9uBcPC9GH,189,169,698,3694,1
429,#ADHD 4 Common problems: https://t.co/3eWU7KvHUn,189,169,698,3694,1
430,Mental health in your 20s? #mentalhealth https://t.co/XqOgR6n2tn,189,169,698,3694,1
431,#Gifts to give yourself: #selfcare https://t.co/vWEK1qT6rf,189,169,698,3694,1
432,#Self-care check-ins: https://t.co/9eHoMcPYOo,189,169,698,3694,1
433,What is #trauma bonding? https://t.co/3MK1SCTikA,189,169,698,3694,1
434,Making the transition from high school to college: #mentalhealth https://t.co/na7GH3p3PE,189,169,698,3694,1
435,Can personal beliefs get in the way of #healing? #Counseling https://t.co/s8eRpnFHOE,189,169,698,3694,1
436,Rise in mental health detentions? #mentalhealth https://t.co/FQiqT04VkM,189,169,698,3694,1
437,United Nations reviewing mental health? #Mental health https://t.co/Dsz3y6nsHZ,189,169,698,3694,1
438,College resources for mental health improving? #mentalhealth https://t.co/0qz7WnhNpZ,189,169,698,3694,1
439,When is time to change #therapists? #therapy #counseling https://t.co/dqUJlXGCfm,189,169,698,3694,1
440,How Vegas treats the mentally ill? #mentalillness #homeless https://t.co/dx8Hdj3jZ8,189,169,698,3694,1
441,Abolish the death penalty? #law #politics #deathpenalty https://t.co/q27pr2g6Nn,189,169,698,3694,1
442,Lawyers accessed sexual #assault records? https://t.co/PU9g9sqZV9,189,169,698,3694,1
443,Unhappy at work? #happiness https://t.co/7Enay5S3Kf,189,169,698,3694,1
444,Top things a #psychiatric practitioner should remember: https://t.co/Q5nexmvU7d,189,169,698,3694,1
445,Can #anxiety disorders be prevented in children. https://t.co/sx1HowSuBn,189,169,698,3694,1
446,Messages that provoke #fear change attitude. https://t.co/6VlYaHvjeZ,189,169,698,3694,1
447,Early intervention can change nature of #schizophrenia. https://t.co/qRP2o5jUCz,189,169,698,3694,1
448,Talking to children about #addiction: https://t.co/Y2Ic1lKnAx,189,169,698,3694,1
449,New theory on origin of #depression? https://t.co/zpSNbeuyTa,189,169,698,3694,1
450,#Psychological tricks bad leaders use? https://t.co/3NQ2GYw59q,189,169,698,3694,1
451,"#Kids tired, #stressed and  bored: https://t.co/e9Nj7ANcwh",189,169,698,3694,1
452,How much #sleep do we need? https://t.co/75flBoS3fC,189,169,698,3694,1
453,Avoiding #stress may not be the answer? https://t.co/nbzN7P3wiS,189,169,698,3694,1
454,Foster children more likely to be diagnosed with #ADHD? https://t.co/EqAT9IKM1v,189,169,698,3694,1
455,Gardening #therapy helps women return to work? https://t.co/MWwMt1C8kp,189,169,698,3694,1
456,The profile of a #pedophile? https://t.co/IuJP7KJz9t,189,169,698,3694,1
457,Signs your #teen may suffer from #anxiety? https://t.co/K6TQQJBAGS,189,169,698,3694,1
458,Pain killer pill #addiction an epidemic? https://t.co/1TXmR7uibU,189,169,698,3694,1
459,What you may miss when you dismiss someone as a drunk: #alcoholism https://t.co/GJfxZg8uif,189,169,698,3694,1
460,Is it hard to find a #mental #health professional? https://t.co/UoRL57QSSB,189,169,698,3694,1
461,Employers need to offer #mental #health days: https://t.co/Y1RVLZYgcR,189,169,698,3694,1
462,Reasons to join a #support #group: https://t.co/3clV3PkmZH,189,169,698,3694,1
463,Tips on raising boys with #ADHD: https://t.co/2vIOC3IpnR,189,169,698,3694,1
464,Helping #homeless people shower: https://t.co/IowignbwDE,189,169,698,3694,1
465,No plan to tackle #addiction: https://t.co/RlxPzks17C,189,169,698,3694,1
466,Another kind of #abuse? https://t.co/2FXMTlzMwP,189,169,698,3694,1
467,Are Black Americans killed at 12 times the rate of people in other developed countries? #violence https://t.co/oFP3h73lSR,189,169,698,3694,1
468,Buprenorphine for #opiate #addiction treatment? https://t.co/rTlykENlhi,189,169,698,3694,1
469,Signs of a nervous breakdown? #mentalhealth https://t.co/J9Uy2BPEZx,189,169,698,3694,1
470,Third trip to #psychiatric facility: https://t.co/5Puqn6EgSA,189,169,698,3694,1
471,Improve #marriage with #gratitude? https://t.co/kh4Ard242z,189,169,698,3694,1
472,Helping grieving #teens: https://t.co/SnhIQcW3pH,189,169,698,3694,1
473,Myths about #ADHD: https://t.co/Bj7uxbHdqv,189,169,698,3694,1
474,Should you tell your loved one that you have a mental illness? #mentalillness https://t.co/1IdgSTwwf1,189,169,698,3694,1
475,Every family should have access to mental healthcare. #mentalhealth https://t.co/6LFCVLlA6E,189,169,698,3694,1
476,Campus #suicide rates rising? https://t.co/8SXdGU1jjw,189,169,698,3694,1
477,What is #triangulation? https://t.co/3zSAySjRZn,189,169,698,3694,1
478,Deadly consequences of fat shaming: #emotional #abuse https://t.co/2yvLjk0vAl,189,169,698,3694,1
479,Subconsciously resisting #change? https://t.co/uCdXdGPFtj,189,169,698,3694,1
480,Supporting loved ones who have a mental illness: #mentalillness https://t.co/DfRDK4RfdT,189,169,698,3694,1
481,Minimizing substance abuse: #addiction https://t.co/3ou2Sua07H,189,169,698,3694,1
482,Does increased #awareness lessen obesity ? https://t.co/0coiNJsdJP,189,169,698,3694,1
483,5 Myths of #compasssion? https://t.co/CmnoC8b9pw,189,169,698,3694,1
484,#Recovery depends on #hope: https://t.co/3zM45djai4,189,169,698,3694,1
485,Grants for new mental health clinics? #mentalhealth https://t.co/ejdnC2b1PI,189,169,698,3694,1
486,Is it toxic to describe mental illness as permanent? #mentalillness https://t.co/qRYyWPaTsN,189,169,698,3694,1
487,A history of #bisexuality? https://t.co/hnMirHXh7G,189,169,698,3694,1
488,Embracing gods #transgender people: https://t.co/LjGHGxcijB,189,169,698,3694,1
489,Same sex women spend more time with #children https://t.co/plDRan8UZl,189,169,698,3694,1
490,Do take it out on the #children? https://t.co/o4ueEk2EBc,189,169,698,3694,1
491,Mental illness is not invisible? #counseling https://t.co/zH2aa8NTXL,189,169,698,3694,1
492,How to calm #anxiety? https://t.co/aEM5g6l1ZM,189,169,698,3694,1
493,#Smoking and #drinking after pregnancy https://t.co/rO7RsSvnLQ,189,169,698,3694,1
494,Treat mental illness the same at physical illness? #mentalillnes https://t.co/PWuoizx6pv,189,169,698,3694,1
495,#Borderline personality disorder and wounding? https://t.co/5PGaIwExO2,189,169,698,3694,1
496,Access to mental health varies from state to state? #mentalhealth https://t.co/dqrjmWCNtz,189,169,698,3694,1
497,"Young, black and depressed? https://t.co/nU9XlBnybX",189,169,698,3694,1
498,The myth of #addiction https://t.co/o4c4OqTBd9,189,169,698,3694,1
499,Public housing #drug testing? https://t.co/dX1UFiUu5v,189,169,698,3694,1
500,How much does a hangover cost? #alcoholism https://t.co/FLzLmpnwl4,189,169,698,3694,1
501,Tips for #Bipolar Disorder? https://t.co/5HdywE36y3,189,169,698,3694,1
502,Signs your #teen may be using #drugs? https://t.co/OvtF0QLBUH,189,169,698,3694,1
503,How to maximize mental health coverage? #mentalhealth https://t.co/zg3UQKpGKK,189,169,698,3694,1
504,What is child sex #abuse? https://t.co/31oaTlGQcV,189,169,698,3694,1
505,How to benefit from mental health first aid course? #mentalhealth https://t.co/FsPaXhu1gp,189,169,698,3694,1
506,Shortage of psychiatrist in some jails? https://t.co/1vklWxsdLC,189,169,698,3694,1
507,Different signs in teen and adult #depression? https://t.co/TiHQYrIVST,189,169,698,3694,1
508,#Weed not a gateway #drug? https://t.co/jqZoXgifsA,189,169,698,3694,1
509,Youth mental health an election issue? #mentalhealth https://t.co/V8WFvc4dFA,189,169,698,3694,1
510,Conversion #therapy banned by #Obama administration: https://t.co/MeiKocfYWB,189,169,698,3694,1
511,Training has prevented #suicides? https://t.co/r781yVqso1,189,169,698,3694,1
512,What is #biophobia? https://t.co/6bdwf1BBAn,189,169,698,3694,1
513,Be safe. #awareness https://t.co/zeiHDNXgPo,189,169,698,3694,1
514,Many struggle with #tardiness and #absenteeism.,189,169,698,3694,1
515,Some people find themselves turning to colleagues to vent their #frustrations.,189,169,698,3694,1
516,How do you manage the #stress at your job?,189,169,698,3694,1
517,Are you afraid of commitment? #relationships https://t.co/xptJKU3PUP,189,169,698,3694,1
518,Having #gratitude has definitely improved our overall mood.,189,169,698,3694,1
519,All men aren't dogs. #truth https://t.co/ZJYYQVfZaN,189,169,698,3694,1
520,We focus on sending out #positive impressions so that we can receive the same.,189,169,698,3694,1
521,"We were just experimenting as teens, in our 30s drinking made things unmanageable. #recovery https://t.co/i3FVvkSm8p",189,169,698,3694,1
522,Our goal today is to connect with providers that teach #mindfulness across the world.,189,169,698,3694,1
523,Acknowledging your own strengths can help to raise your self esteem. #confidence,189,169,698,3694,1
524,How does maintaining good fitness help you emotionally? #awareness https://t.co/4zELqRB7nT,189,169,698,3694,1
525,We usually tend to rely on those we #trust for #support.,189,169,698,3694,1
526,We learned while doing the work. We are as sick as our #resentments.,189,169,698,3694,1
